id,title,genres,overview,cast,director,release_date,popularity,vote_average,vote_count,poster_url
939243,"action, science fiction, comedy, family","Action, Science Fiction, Comedy, Family","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","Jim Carrey, Ben Schwartz, Keanu Reeves, Idris Elba, Colleen O'Shaughnessey","Jim Carrey, Ben Schwartz, Keanu Reeves, Idris Elba, Colleen O'Shaughnessey","Jim Carrey, Ben Schwartz, Keanu Reeves, Idris Elba, Colleen O'Shaughnessey",17.6437,7.616,3199,"Jim Carrey, Ben Schwartz, Keanu Reeves, Idris Elba, Colleen O'Shaughnessey"
8587,"family, animation, drama, adventure","Family, Animation, Drama, Adventure","Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.","Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones","Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones","Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones",20.9278,8.252,19515,"Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones"
99861,"action, adventure, science fiction","Action, Adventure, Science Fiction","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson",16.5781,7.3,24237,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson"
109445,"animation, family, adventure, fantasy","Animation, Family, Adventure, Fantasy","Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.","Idina Menzel, Kristen Bell, Jonathan Groff, Josh Gad, Livvy Stubenrauch","Idina Menzel, Kristen Bell, Jonathan Groff, Josh Gad, Livvy Stubenrauch","Idina Menzel, Kristen Bell, Jonathan Groff, Josh Gad, Livvy Stubenrauch",19.2954,7.248,17450,"Idina Menzel, Kristen Bell, Jonathan Groff, Josh Gad, Livvy Stubenrauch"
1403735,"comedy, romance","Comedy, Romance","Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot","Vishwak Sen, Akanksha Sharma, Babloo Prithiveeraj, Abhimanyu Singh, Vineet Kumar","Vishwak Sen, Akanksha Sharma, Babloo Prithiveeraj, Abhimanyu Singh, Vineet Kumar","Vishwak Sen, Akanksha Sharma, Babloo Prithiveeraj, Abhimanyu Singh, Vineet Kumar",17.5628,4.6,7,"Vishwak Sen, Akanksha Sharma, Babloo Prithiveeraj, Abhimanyu Singh, Vineet Kumar"
773543,"drama, thriller","Drama, Thriller","A couple in love spends time away from civilization, but the sudden arrivals of the younger sister and then the girl's ex-boyfriend violate the country idyll.","Darya Melnikova, Evgeny Romantsov, Pavel Priluchnyy, Elizaveta Kononova, Aleksandr Oblasov","Darya Melnikova, Evgeny Romantsov, Pavel Priluchnyy, Elizaveta Kononova, Aleksandr Oblasov","Darya Melnikova, Evgeny Romantsov, Pavel Priluchnyy, Elizaveta Kononova, Aleksandr Oblasov",15.0439,5.7,86,"Darya Melnikova, Evgeny Romantsov, Pavel Priluchnyy, Elizaveta Kononova, Aleksandr Oblasov"
912649,"action, science fiction, adventure","Action, Science Fiction, Adventure","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","Tom Hardy, Chiwetel Ejiofor, Juno Temple, Rhys Ifans, Stephen Graham","Tom Hardy, Chiwetel Ejiofor, Juno Temple, Rhys Ifans, Stephen Graham","Tom Hardy, Chiwetel Ejiofor, Juno Temple, Rhys Ifans, Stephen Graham",17.2548,6.661,4081,"Tom Hardy, Chiwetel Ejiofor, Juno Temple, Rhys Ifans, Stephen Graham"
767,"adventure, fantasy","Adventure, Fantasy","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.","Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Michael Gambon","Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Michael Gambon","Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Michael Gambon",17.3243,7.7,20611,"Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Michael Gambon"
1470130,"horror, mystery","Horror, Mystery","Rebecca Owens, a recent mortuary science graduate takes a night shift job at River Fields Mortuary. Initially, the job seems straightforward — embalming bodies, completing paperwork, and keeping things tidy. But once Rebecca starts working the night shift, things take a dark turn.","Willa Holland, Paul Sparks, John Adams, Mark Steger, Shelly Gibson","Willa Holland, Paul Sparks, John Adams, Mark Steger, Shelly Gibson","Willa Holland, Paul Sparks, John Adams, Mark Steger, Shelly Gibson",17.6029,5.0,18,"Willa Holland, Paul Sparks, John Adams, Mark Steger, Shelly Gibson"
574475,"horror, mystery","Horror, Mystery","Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.","Kaitlyn Santa Juana, Teo Briones, Rya Kihlstedt, Richard Harmon, Owen Patrick Joyner","Kaitlyn Santa Juana, Teo Briones, Rya Kihlstedt, Richard Harmon, Owen Patrick Joyner","Kaitlyn Santa Juana, Teo Briones, Rya Kihlstedt, Richard Harmon, Owen Patrick Joyner",17.7854,7.051,2729,"Kaitlyn Santa Juana, Teo Briones, Rya Kihlstedt, Richard Harmon, Owen Patrick Joyner"
1199193,thriller,Thriller,"Isolated in a grand country manor, a reclusive artist spends a passionate and paranoid weekend with his ex-lover, an obsessive fan, and a potential muse. Hoping to spark a new wave of artistic brilliance over the course of a few tumultuous days, filled with chaos and revelation not all of them will make it out alive.","James McAvoy, Lucas Bravo, Leila Farzad, Almudena Amor, Aisling Franciosi","James McAvoy, Lucas Bravo, Leila Farzad, Almudena Amor, Aisling Franciosi","James McAvoy, Lucas Bravo, Leila Farzad, Almudena Amor, Aisling Franciosi",17.0913,6.4,26,"James McAvoy, Lucas Bravo, Leila Farzad, Almudena Amor, Aisling Franciosi"
744275,"romance, drama","Romance, Drama","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.","Josephine Langford, Hero Fiennes Tiffin, Carter Jenkins, Louise Lombard, Chance Perdomo","Josephine Langford, Hero Fiennes Tiffin, Carter Jenkins, Louise Lombard, Chance Perdomo","Josephine Langford, Hero Fiennes Tiffin, Carter Jenkins, Louise Lombard, Chance Perdomo",19.1176,7.015,2708,"Josephine Langford, Hero Fiennes Tiffin, Carter Jenkins, Louise Lombard, Chance Perdomo"
22,"adventure, fantasy, action","Adventure, Fantasy, Action","When wily Captain Barbossa steals Jack Sparrow's ship and kidnaps the governor's beautiful daughter, Elizabeth, her childhood friend Will Turner joins forces with Jack to save her and recapture Jack's ship, the Black Pearl.","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport",18.1092,7.82,22022,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport"
12444,"adventure, fantasy","Adventure, Fantasy","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","Daniel Radcliffe, Emma Watson, Rupert Grint, Toby Jones, Helena Bonham Carter","Daniel Radcliffe, Emma Watson, Rupert Grint, Toby Jones, Helena Bonham Carter","Daniel Radcliffe, Emma Watson, Rupert Grint, Toby Jones, Helena Bonham Carter",17.9209,7.734,20215,"Daniel Radcliffe, Emma Watson, Rupert Grint, Toby Jones, Helena Bonham Carter"
348,"horror, science fiction","Horror, Science Fiction","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt","Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt","Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt",19.4377,8.2,16152,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt"
271110,"adventure, action, science fiction","Adventure, Action, Science Fiction","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie",16.9016,7.446,23855,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie"
385687,"action, crime, thriller","Action, Crime, Thriller","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.","Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena","Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena","Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena",17.2957,7.0,6246,"Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena"
967941,"fantasy, adventure, romance","Fantasy, Adventure, Romance","As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.","Cynthia Erivo, Ariana Grande, Jeff Goldblum, Michelle Yeoh, Jonathan Bailey","Cynthia Erivo, Ariana Grande, Jeff Goldblum, Michelle Yeoh, Jonathan Bailey","Cynthia Erivo, Ariana Grande, Jeff Goldblum, Michelle Yeoh, Jonathan Bailey",16.3529,6.63,899,"Cynthia Erivo, Ariana Grande, Jeff Goldblum, Michelle Yeoh, Jonathan Bailey"
1003596,"science fiction, action, adventure","Science Fiction, Action, Adventure","The Avengers, Wakandans, Fantastic Four, Thunderbolts, and X-Men all fight against Doctor Doom. Plot TBA.","Chris Hemsworth, Vanessa Kirby, Anthony Mackie, Sebastian Stan, Letitia Wright","Chris Hemsworth, Vanessa Kirby, Anthony Mackie, Sebastian Stan, Letitia Wright","Chris Hemsworth, Vanessa Kirby, Anthony Mackie, Sebastian Stan, Letitia Wright",17.5524,0.0,0,"Chris Hemsworth, Vanessa Kirby, Anthony Mackie, Sebastian Stan, Letitia Wright"
703221,documentary,Documentary,"In “Spaces #3”, 7 internationally acclaimed directors shot, after commissioning by the Thessaloniki International Film Festival, a short film at home, making their own timely comment on the new reality that we live in. The project is inspired by the book “Species of Spaces” by the French novelist, filmmaker, documentalist, and essayist, Georges Perec and the days of quarantine. The idea is to create a film at home, using the environment, the people or the animals in that space. The only outdoor areas that may be used are outdoor living spaces, such as the terrace, the garden, the balcony and the stairwell. “My influences” is Albert Serra’s submission.",Albert Serra,Albert Serra,Albert Serra,17.5989,0.0,0,Albert Serra
1510378,comedy,Comedy,"Hopelessly inept clod Finster Fahrquart desperately tries to get into the swing of the 70's sexual revolution and figure out a way to succeed with the ladies. Following a series of disastrous encounters with such folks as an aggressive farmer's daughter, a not so innocent virgin, and an unhappy housewife, Finster decides to attend an orgy.","Stan Ross, Jaime Lyn Bauer, Marvin Miller, Steve Vinovich","Stan Ross, Jaime Lyn Bauer, Marvin Miller, Steve Vinovich","Stan Ross, Jaime Lyn Bauer, Marvin Miller, Steve Vinovich",16.695,0.0,0,"Stan Ross, Jaime Lyn Bauer, Marvin Miller, Steve Vinovich"
934433,"horror, thriller, crime","Horror, Thriller, Crime","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.","Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown, Mason Gooding, Jack Champion","Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown, Mason Gooding, Jack Champion","Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown, Mason Gooding, Jack Champion",15.5095,7.0,3107,"Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown, Mason Gooding, Jack Champion"
273248,"drama, mystery, western","Drama, Mystery, Western",Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir",15.5542,7.757,15136,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir"
1575337,"animation, fantasy, music, science fiction","Animation, Fantasy, Music, Science Fiction","Iroha's life gets knocked off its orbit when Kaguya, a carefree runaway from the Moon, moves in and convinces her to perform in a virtual world together.","Yuko Natsuyoshi, Anna Nagase, Saori Hayami, Miyu Irino, Yuma Uchida","Yuko Natsuyoshi, Anna Nagase, Saori Hayami, Miyu Irino, Yuma Uchida","Yuko Natsuyoshi, Anna Nagase, Saori Hayami, Miyu Irino, Yuma Uchida",17.1483,8.4,60,"Yuko Natsuyoshi, Anna Nagase, Saori Hayami, Miyu Irino, Yuma Uchida"
115724,"crime, mystery, thriller","Crime, Mystery, Thriller","Ellie Carter is recently graduated and has it all. While celebrating with friend and boyfriend, she comes across a milk carton with a picture of a missing child that looks a lot like her. As a prank, they call the toll free number and she realizes that this person could be her. The more she finds out, the closer she gets to getting herself and beloved ones killed.","Rachelle Lefevre, Jeremy London, Ted Whittall, Lynda Boyd, Victoria Duffield","Rachelle Lefevre, Jeremy London, Ted Whittall, Lynda Boyd, Victoria Duffield","Rachelle Lefevre, Jeremy London, Ted Whittall, Lynda Boyd, Victoria Duffield",15.0687,4.7,15,"Rachelle Lefevre, Jeremy London, Ted Whittall, Lynda Boyd, Victoria Duffield"
1156594,"romance, drama","Romance, Drama","Jenna and Lion's wedding brings about the long-awaited reunion between Noah and Nick after their breakup. Nick's inability to forgive Noah stands as an insurmountable barrier. He, heir to his grandfather's businesses, and she, starting her professional life, resist fueling a flame that's still alive. But now that their paths have crossed again, will love be stronger than resentment?","Nicole Wallace, Gabriel Guevara, Gabriela Andrada, Marta Hazas, Goya Toledo","Nicole Wallace, Gabriel Guevara, Gabriela Andrada, Marta Hazas, Goya Toledo","Nicole Wallace, Gabriel Guevara, Gabriela Andrada, Marta Hazas, Goya Toledo",17.0393,7.4,632,"Nicole Wallace, Gabriel Guevara, Gabriela Andrada, Marta Hazas, Goya Toledo"
14160,"animation, comedy, family, adventure","Animation, Comedy, Family, Adventure","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.","Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo","Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo","Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo",16.599,7.958,21475,"Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo"
679,"action, thriller, science fiction","Action, Thriller, Science Fiction","Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.","Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen","Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen","Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen",15.086,7.959,10696,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen"
283827,"action, comedy","Action, Comedy","Raftaar Singh is always looking to have fun and runs away from responsibility. Fed up, his father orders Raftaar to go to Goa and work, and learn to take on responsibility. Once in Goa, he impresses his new boss with his enthusiasm and creative thinking. Soon he gets an assignment, and meets Sara Amy Jackson - and thus begins their unique love story. What ensues is a great comedy of errors, as one hilarious situation after another unfolds. Raftaar falls head over heels for this exotic, mysterious girl. The romance takes a deadly turn when he realizes that Sara is not who he thinks she is and has an agenda, which takes him to Romania. Will Raftaar be able to win her over in a distant and dangerous land?","Akshay Kumar, Amy Jackson, Rati Agnihotri, Lara Dutta, Kay Kay Menon","Akshay Kumar, Amy Jackson, Rati Agnihotri, Lara Dutta, Kay Kay Menon","Akshay Kumar, Amy Jackson, Rati Agnihotri, Lara Dutta, Kay Kay Menon",16.6485,5.34,81,"Akshay Kumar, Amy Jackson, Rati Agnihotri, Lara Dutta, Kay Kay Menon"
280,"action, thriller, science fiction","Action, Thriller, Science Fiction","Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse.","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen",16.1824,8.143,14072,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen"
1083637,"action, drama, fantasy","Action, Drama, Fantasy","During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.","Rishab Shetty, Rukmini Vasanth, Jayaram, Gulshan Devaiah, Ramitha Shailendra","Rishab Shetty, Rukmini Vasanth, Jayaram, Gulshan Devaiah, Ramitha Shailendra","Rishab Shetty, Rukmini Vasanth, Jayaram, Gulshan Devaiah, Ramitha Shailendra",16.6837,7.0,69,"Rishab Shetty, Rukmini Vasanth, Jayaram, Gulshan Devaiah, Ramitha Shailendra"
389,drama,Drama,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman","Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman","Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman",17.2332,8.556,9849,"Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman"
93077,thriller,Thriller,Anthropology students and their professor experience terror when they visit a sacred burial ground.,"Wes Bentley, Kate Maberly, Ryan Donowho, Travis Van Winkle, Briana Evigan","Wes Bentley, Kate Maberly, Ryan Donowho, Travis Van Winkle, Briana Evigan","Wes Bentley, Kate Maberly, Ryan Donowho, Travis Van Winkle, Briana Evigan",15.3809,5.0,60,"Wes Bentley, Kate Maberly, Ryan Donowho, Travis Van Winkle, Briana Evigan"
283995,"science fiction, adventure, action","Science Fiction, Adventure, Action",The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper","Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper","Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper",15.2594,7.608,22759,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper"
1048923,"comedy, drama","Comedy, Drama","Lenore Miller’s size has always earned her teases and jeers in her school’s hallways, but this clothes-loving teenager is about to set the world on fire with her own line of inclusive fashion designs.","Mia Kaplan, Jemima Yevu, Jolene Purdy, Missi Pyle, Rainn Wilson","Mia Kaplan, Jemima Yevu, Jolene Purdy, Missi Pyle, Rainn Wilson","Mia Kaplan, Jemima Yevu, Jolene Purdy, Missi Pyle, Rainn Wilson",16.5303,6.862,29,"Mia Kaplan, Jemima Yevu, Jolene Purdy, Missi Pyle, Rainn Wilson"
1450527,"horror, comedy","Horror, Comedy","Free Eden employee Apple secretly runs a witchy femme cult in the basement of the mall store after hours – with fellow fruits Cherry and Fig. But, when new hire Pumpkin challenges their performative sisterhood, the women are forced to face their own poisons or succumb to a bloody fate.","Lili Reinhart, Lola Tung, Victoria Pedretti, Alexandra Shipp, Emma Chamberlain","Lili Reinhart, Lola Tung, Victoria Pedretti, Alexandra Shipp, Emma Chamberlain","Lili Reinhart, Lola Tung, Victoria Pedretti, Alexandra Shipp, Emma Chamberlain",16.7348,6.7,9,"Lili Reinhart, Lola Tung, Victoria Pedretti, Alexandra Shipp, Emma Chamberlain"
822119,"action, thriller, science fiction","Action, Thriller, Science Fiction","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.","Anthony Mackie, Harrison Ford, Danny Ramirez, Shira Haas, Tim Blake Nelson","Anthony Mackie, Harrison Ford, Danny Ramirez, Shira Haas, Tim Blake Nelson","Anthony Mackie, Harrison Ford, Danny Ramirez, Shira Haas, Tim Blake Nelson",15.9763,5.978,2996,"Anthony Mackie, Harrison Ford, Danny Ramirez, Shira Haas, Tim Blake Nelson"
414906,"crime, mystery, thriller","Crime, Mystery, Thriller","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.","Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell, Paul Dano","Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell, Paul Dano","Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell, Paul Dano",17.2655,7.7,11738,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell, Paul Dano"
313369,"comedy, drama, romance","Comedy, Drama, Romance","Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, Finn Wittrock","Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, Finn Wittrock","Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, Finn Wittrock",16.347,7.9,17949,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, Finn Wittrock"
16869,"drama, thriller, war","Drama, Thriller, War","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender","Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender","Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender",14.3883,8.216,23933,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender"
1197137,"horror, thriller","Horror, Thriller","Four years after defeating The Grabber, Finney Blake is struggling with life after captivity. When his younger sister Gwen begins receiving calls in her dreams from the Black Phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.","Mason Thames, Madeleine McGraw, Ethan Hawke, Miguel Mora, Demián Bichir","Mason Thames, Madeleine McGraw, Ethan Hawke, Miguel Mora, Demián Bichir","Mason Thames, Madeleine McGraw, Ethan Hawke, Miguel Mora, Demián Bichir",14.925,6.711,982,"Mason Thames, Madeleine McGraw, Ethan Hawke, Miguel Mora, Demián Bichir"
25862,"crime, drama, music","Crime, Drama, Music","A struggling band find themselves attached to a fugitive and drawn into a series of old feuds and love affairs, as they try to stay together and find musical success.","Priscilla Lane, Betty Field, Richard Whorf, Lloyd Nolan, Jack Carson","Priscilla Lane, Betty Field, Richard Whorf, Lloyd Nolan, Jack Carson","Priscilla Lane, Betty Field, Richard Whorf, Lloyd Nolan, Jack Carson",14.2218,6.1,30,"Priscilla Lane, Betty Field, Richard Whorf, Lloyd Nolan, Jack Carson"
4935,"fantasy, animation, adventure","Fantasy, Animation, Adventure","Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.","Chieko Baisho, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin, Ryunosuke Kamiki","Chieko Baisho, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin, Ryunosuke Kamiki","Chieko Baisho, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin, Ryunosuke Kamiki",18.6097,8.388,10919,"Chieko Baisho, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin, Ryunosuke Kamiki"
127585,"action, adventure, science fiction","Action, Adventure, Science Fiction",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"Hugh Jackman, James McAvoy, Michael Fassbender, Patrick Stewart, Ian McKellen","Hugh Jackman, James McAvoy, Michael Fassbender, Patrick Stewart, Ian McKellen","Hugh Jackman, James McAvoy, Michael Fassbender, Patrick Stewart, Ian McKellen",15.3866,7.53,16120,"Hugh Jackman, James McAvoy, Michael Fassbender, Patrick Stewart, Ian McKellen"
